Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"KYTX","KYVERNA THERAPEUTICS","Health Care","Equity","9,021,866.00","0.01","9,021,866.00","1,061,396.00","8.50","United States","NASDAQ","USD","1.00","USD","-"
"TWI","TITAN INTERNATIONAL INC","Industrials","Equity","9,003,497.88","0.01","9,003,497.88","1,402,414.00","6.42","United States","NYSE","USD","1.00","USD","-"
"ARKO","ARKO","Consumer Discretionary","Equity","8,994,993.68","0.01","8,994,993.68","1,905,719.00","4.72","United States","NASDAQ","USD","1.00","USD","-"
"LXEO","LEXEO THERAPEUTICS","Health Care","Equity","8,997,121.82","0.01","8,997,121.82","1,824,974.00","4.93","United States","NASDAQ","USD","1.00","USD","-"
"CBIO","CRESCENT BIOPHARMA","Health Care","Equity","8,916,515.67","0.01","8,916,515.67","534,243.00","16.69","United States","NASDAQ","USD","1.00","USD","-"
"KRUS","KURA SUSHI USA","Consumer Discretionary","Equity","8,903,058.96","0.01","8,903,058.96","177,564.00","50.14","United States","NASDAQ","USD","1.00","USD","-"
"STRO","SUTRO BIOPHARMA INC","Health Care","Equity","8,865,281.44","0.01","8,865,281.44","402,236.00","22.04","United States","NASDAQ","USD","1.00","USD","-"
"WSBF","WATERSTONE FINANCIAL INC","Financials","Equity","8,848,749.84","0.01","8,848,749.84","417,788.00","21.18","United States","NASDAQ","USD","1.00","USD","-"
"FENC","FENNEC PHARMACEUTICALS","Health Care","Equity","8,842,129.18","0.01","8,842,129.18","744,914.00","11.87","United States","NASDAQ","USD","1.00","USD","-"
"CRCT","CRICUT INC CLASS A","Consumer Discretionary","Equity","8,842,736.24","0.01","8,842,736.24","1,613,638.00","5.48","United States","NASDAQ","USD","1.00","USD","-"
"WLTH","WEALTHFRONT","Financials","Equity","8,801,184.00","0.01","8,801,184.00","982,275.00","8.96","United States","NASDAQ","USD","1.00","USD","-"
"RNGR","RANGER ENERGY SERVICES INC CLASS A","Energy","Equity","8,784,126.00","0.01","8,784,126.00","500,520.00","17.55","United States","NYSE","USD","1.00","USD","-"
"FVCB","FVCBANKCORP INC","Financials","Equity","8,776,897.06","0.01","8,776,897.06","465,371.00","18.86","United States","NASDAQ","USD","1.00","USD","-"
"GCO","GENESCO INC","Consumer Discretionary","Equity","8,730,244.50","0.01","8,730,244.50","250,725.00","34.82","United States","NYSE","USD","1.00","USD","-"
"LAND","GLADSTONE LAND REIT CORP","Real Estate","Equity","8,706,591.07","0.01","8,706,591.07","1,057,909.00","8.23","United States","NASDAQ","USD","1.00","USD","-"
"RXT","RACKSPACE TECHNOLOGY INC","Information Technology","Equity","8,687,521.92","0.01","8,687,521.92","2,468,046.00","3.52","United States","NASDAQ","USD","1.00","USD","-"
"CHMG","CHEMUNG FINANCIAL CORP","Financials","Equity","8,645,089.76","0.01","8,645,089.76","103,336.00","83.66","United States","NASDAQ","USD","1.00","USD","-"
"NRDS","NERDWALLET CLASS A","Financials","Equity","8,631,107.60","0.01","8,631,107.60","867,448.00","9.95","United States","NASDAQ","USD","1.00","USD","-"
"RCKY","ROCKY BRANDS INC","Consumer Discretionary","Equity","8,608,199.58","0.01","8,608,199.58","186,083.00","46.26","United States","NASDAQ","USD","1.00","USD","-"
"TRC","TEJON RANCH","Real Estate","Equity","8,614,323.90","0.01","8,614,323.90","525,905.00","16.38","United States","NYSE","USD","1.00","USD","-"
"OEC","ORION SA","Materials","Equity","8,614,713.96","0.01","8,614,713.96","1,419,228.00","6.07","United States","NYSE","USD","1.00","USD","-"
"AII","AMERICAN INTEGRITY INSURANCE GROUP","Financials","Equity","8,584,686.78","0.01","8,584,686.78","339,853.00","25.26","United States","NYSE","USD","1.00","USD","-"
"ATLO","AMES NATIONAL CORP","Financials","Equity","8,489,166.00","0.01","8,489,166.00","264,460.00","32.10","United States","NASDAQ","USD","1.00","USD","-"
"IA","INNOVATIVE SOLUTIONS AND SUPPORT I","Industrials","Equity","8,459,330.67","0.01","8,459,330.67","366,681.00","23.07","United States","NASDAQ","USD","1.00","USD","-"
"CABA","CABALETTA BIO","Health Care","Equity","8,419,712.52","0.01","8,419,712.52","2,893,372.00","2.91","United States","NASDAQ","USD","1.00","USD","-"
"QUAD","QUAD GRAPHICS INC CLASS A","Industrials","Equity","8,407,598.85","0.01","8,407,598.85","836,577.00","10.05","United States","NYSE","USD","1.00","USD","-"
"RM","REGIONAL MANAGEMENT CORP","Financials","Equity","8,396,593.92","0.01","8,396,593.92","247,104.00","33.98","United States","NYSE","USD","1.00","USD","-"
"CATX","PERSPECTIVE THERAPEUTICS INC","Health Care","Equity","8,401,077.18","0.01","8,401,077.18","2,617,158.00","3.21","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"DSGR","DISTRIBUTION SOLUTIONS GROUP","Industrials","Equity","8,372,388.96","0.01","8,372,388.96","241,488.00","34.67","United States","NASDAQ","USD","1.00","USD","-"
"SGHT","SIGHT SCIENCES","Health Care","Equity","8,367,935.34","0.01","8,367,935.34","1,017,997.00","8.22","United States","NASDAQ","USD","1.00","USD","-"
"PSIX","POWER SOLUTIONS INTERNATIONAL","Industrials","Equity","8,368,633.86","0.01","8,368,633.86","224,782.00","37.23","United States","NASDAQ","USD","1.00","USD","-"
"SENS","SENSEONICS HOLDINGS INC","Health Care","Equity","8,357,364.18","0.01","8,357,364.18","961,722.00","8.69","United States","NASDAQ","USD","1.00","USD","-"
"WYFI","WHITEFIBER INC","Information Technology","Equity","8,359,622.05","0.01","8,359,622.05","308,815.00","27.07","United States","NASDAQ","USD","1.00","USD","-"
"MH","MCGRAW HILL","Consumer Discretionary","Equity","8,333,758.40","0.01","8,333,758.40","635,195.00","13.12","United States","NYSE","USD","1.00","USD","-"
"ZIP","ZIPRECRUITER INC CLASS A","Communication","Equity","8,336,727.70","0.01","8,336,727.70","1,677,410.00","4.97","United States","NYSE","USD","1.00","USD","-"
"CLW","CLEARWATER PAPER CORP","Materials","Equity","8,323,478.28","0.01","8,323,478.28","402,684.00","20.67","United States","NYSE","USD","1.00","USD","-"
"ZURA","ZURA BIO LTD CLASS A","Health Care","Equity","8,318,355.12","0.01","8,318,355.12","1,441,656.00","5.77","United States","NASDAQ","USD","1.00","USD","-"
"NXH","NEIGHBORHOOD INTELLIGENCE","Consumer Discretionary","Equity","8,298,944.34","0.01","8,298,944.34","1,948,109.00","4.26","United States","NASDAQ","USD","1.00","USD","-"
"SERV","SERVE ROBOTICS INC","Consumer Discretionary","Equity","8,284,972.15","0.01","8,284,972.15","1,820,873.00","4.55","United States","NASDAQ","USD","1.00","USD","-"
"XFOR","X4 PHARMACEUTICALS INC","Health Care","Equity","8,284,997.93","0.01","8,284,997.93","1,967,933.00","4.21","United States","NASDAQ","USD","1.00","USD","-"
"PACB","PACIFIC BIOSCIENCES OF CALIFORNIA","Health Care","Equity","8,285,325.06","0.01","8,285,325.06","7,267,829.00","1.14","United States","NASDAQ","USD","1.00","USD","-"
"CLFD","CLEARFIELD INC","Information Technology","Equity","8,287,078.50","0.01","8,287,078.50","294,390.00","28.15","United States","NASDAQ","USD","1.00","USD","-"
"OPRT","OPORTUN FINANCIAL CORP","Financials","Equity","8,288,273.56","0.01","8,288,273.56","1,117,018.00","7.42","United States","NASDAQ","USD","1.00","USD","-"
"CVEO","CIVEO CORP","Industrials","Equity","8,255,777.32","0.01","8,255,777.32","245,854.00","33.58","United States","NYSE","USD","1.00","USD","-"
"BOBS","BOBS DISCOUNT FURNITURE INC","Consumer Discretionary","Equity","8,232,357.06","0.01","8,232,357.06","447,654.00","18.39","United States","NYSE","USD","1.00","USD","-"
"EMBC","EMBECTA","Health Care","Equity","8,235,933.90","0.01","8,235,933.90","1,614,889.00","5.10","United States","NASDAQ","USD","1.00","USD","-"
"ALTO","ALTO INGREDIENTS INC","Materials","Equity","8,169,076.56","0.01","8,169,076.56","1,926,669.00","4.24","United States","NASDAQ","USD","1.00","USD","-"
"CMPX","COMPASS THERAPEUTICS","Health Care","Equity","8,171,844.98","0.01","8,171,844.98","3,419,182.00","2.39","United States","NASDAQ","USD","1.00","USD","-"
"SLP","SIMULATIONS PLUS","Health Care","Equity","8,164,783.80","0.01","8,164,783.80","444,705.00","18.36","United States","NASDAQ","USD","1.00","USD","-"
"STRZ","STARZ ENTERTAINMENT","Communication","Equity","8,165,163.54","0.01","8,165,163.54","319,701.00","25.54","United States","NASDAQ","USD","1.00","USD","-"
"PTLO","PORTILLO S INC CLASS A","Consumer Discretionary","Equity","8,146,095.87","0.01","8,146,095.87","1,722,219.00","4.73","United States","NASDAQ","USD","1.00","USD","-"
"MTRX","MATRIX SERVICE","Industrials","Equity","8,130,523.35","0.01","8,130,523.35","697,899.00","11.65","United States","NASDAQ","USD","1.00","USD","-"
"NEXN","NEXXEN INTERNATIONAL LTD","Communication","Equity","8,109,752.32","0.01","8,109,752.32","791,968.00","10.24","Israel","NASDAQ","USD","1.00","USD","-"
"DUOT","DUOS TECHNOLOGIES GROUP INC","Information Technology","Equity","8,090,654.48","0.01","8,090,654.48","698,072.00","11.59","United States","NASDAQ","USD","1.00","USD","-"
"OSS","ONE STOP SYSTEMS INC","Information Technology","Equity","8,076,044.16","0.01","8,076,044.16","636,912.00","12.68","United States","NASDAQ","USD","1.00","USD","-"
"DNA","GINKGO BIOWORKS HOLDINGS CLASS A","Health Care","Equity","8,080,039.16","0.01","8,080,039.16","1,237,372.00","6.53","United States","NYSE","USD","1.00","USD","-"
"VGZ","VISTA GOLD CORP","Materials","Equity","8,080,290.36","0.01","8,080,290.36","3,543,987.00","2.28","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"CBK","COMMERCIAL BANCGROUP INC","Financials","Equity","7,986,096.04","0.01","7,986,096.04","228,566.00","34.94","United States","NASDAQ","USD","1.00","USD","-"
"FCCO","FIRST COMMUNITY CORP","Financials","Equity","7,977,827.65","0.01","7,977,827.65","231,577.00","34.45","United States","NASDAQ","USD","1.00","USD","-"
"XPER","XPERI INC","Information Technology","Equity","7,966,193.97","0.01","7,966,193.97","1,231,251.00","6.47","United States","NYSE","USD","1.00","USD","-"
"FSBW","FS BANCORP INC","Financials","Equity","7,937,665.80","0.01","7,937,665.80","183,721.00","43.20","United States","NASDAQ","USD","1.00","USD","-"
"FRD","FRIEDMAN INDUSTRIES INC","Materials","Equity","7,932,651.48","0.01","7,932,651.48","172,374.00","46.02","United States","NASDAQ","USD","1.00","USD","-"
"ACIC","AMERICAN COASTAL INSURANCE CORP","Financials","Equity","7,927,697.67","0.01","7,927,697.67","833,617.00","9.51","United States","NASDAQ","USD","1.00","USD","-"
"SPCE","VIRGIN GALACTIC HOLDINGS INC SHS C","Industrials","Equity","7,916,776.12","0.01","7,916,776.12","2,481,748.00","3.19","United States","NYSE","USD","1.00","USD","-"
"TBI","TRUEBLUE INC","Industrials","Equity","7,904,266.21","0.01","7,904,266.21","752,071.00","10.51","United States","NYSE","USD","1.00","USD","-"
"MG","MISTRAS GROUP INC","Industrials","Equity","7,909,592.60","0.01","7,909,592.60","434,593.00","18.20","United States","NYSE","USD","1.00","USD","-"
"PESI","PERMA FIX ENVIRONMENTAL SERVICES I","Industrials","Equity","7,888,989.06","0.01","7,888,989.06","454,959.00","17.34","United States","NASDAQ","USD","1.00","USD","-"
"ATNI","ATN INTERNATIONAL INC","Communication","Equity","7,889,939.04","0.01","7,889,939.04","251,112.00","31.42","United States","NASDAQ","USD","1.00","USD","-"
"GNE","GENIE ENERGY LTD CLASS B","Utilities","Equity","7,892,416.54","0.01","7,892,416.54","533,993.00","14.78","United States","NYSE","USD","1.00","USD","-"
"WEST","WESTROCK COFFEE","Consumer Staples","Equity","7,872,182.88","0.01","7,872,182.88","955,362.00","8.24","United States","NASDAQ","USD","1.00","USD","-"
"ABAT","AMERICAN BATTERY TECHNOLOGY COMPAN","Materials","Equity","7,858,331.85","0.01","7,858,331.85","3,343,971.00","2.35","United States","NASDAQ","USD","1.00","USD","-"
"SHAZ","SHARONAI HOLDINGS INC CLASS A","Information Technology","Equity","7,851,580.90","0.01","7,851,580.90","114,155.00","68.78","United States","NASDAQ","USD","1.00","USD","-"
"VMD","VIEMED HEALTHCARE INC","Health Care","Equity","7,844,604.48","0.01","7,844,604.48","860,154.00","9.12","United States","NASDAQ","USD","1.00","USD","-"
"RCKT","ROCKET PHARMACEUTICALS","Health Care","Equity","7,832,557.18","0.01","7,832,557.18","2,345,077.00","3.34","United States","NASDAQ","USD","1.00","USD","-"
"MNRO","MONRO","Consumer Discretionary","Equity","7,826,545.80","0.01","7,826,545.80","660,468.00","11.85","United States","NASDAQ","USD","1.00","USD","-"
"ASMB","ASSEMBLY BIOSCIENCES INC","Health Care","Equity","7,782,592.86","0.01","7,782,592.86","242,222.00","32.13","United States","NASDAQ","USD","1.00","USD","-"
"VOXR","VOX ROYALTY CORP","Materials","Equity","7,772,805.12","0.01","7,772,805.12","1,518,126.00","5.12","Canada","NASDAQ","USD","1.00","USD","-"
"JOUT","JOHNSON OUTDOORS INC CLASS A","Consumer Discretionary","Equity","7,774,093.80","0.01","7,774,093.80","162,468.00","47.85","United States","NASDAQ","USD","1.00","USD","-"
"JACK","JACK IN THE BOX INC","Consumer Discretionary","Equity","7,744,534.49","0.01","7,744,534.49","462,913.00","16.73","United States","NASDAQ","USD","1.00","USD","-"
"RR","RICHTECH ROBOTICS CLASS B","Industrials","Equity","7,711,761.54","0.01","7,711,761.54","4,789,914.00","1.61","United States","NASDAQ","USD","1.00","USD","-"
"PINE","ALPINE INCOME PROPERTY TRUST INC","Real Estate","Equity","7,701,134.00","0.01","7,701,134.00","392,915.00","19.60","United States","NYSE","USD","1.00","USD","-"
"AVBC","AVIDIA BANCORP INC","Financials","Equity","7,694,004.50","0.01","7,694,004.50","348,145.00","22.10","United States","NYSE","USD","1.00","USD","-"
"TDUP","THREDUP CLASS A","Consumer Discretionary","Equity","7,677,113.89","0.01","7,677,113.89","2,732,069.00","2.81","United States","NASDAQ","USD","1.00","USD","-"
"AVXL","ANAVEX LIFE SCIENCES CORP","Health Care","Equity","7,649,241.60","0.01","7,649,241.60","2,390,388.00","3.20","United States","NASDAQ","USD","1.00","USD","-"
"JMSB","JOHN MARSHALL BANCORP INC","Financials","Equity","7,637,506.24","0.01","7,637,506.24","332,644.00","22.96","United States","NASDAQ","USD","1.00","USD","-"
"BOC","BOSTON OMAHA CORP CLASS A","Communication","Equity","7,623,455.00","0.01","7,623,455.00","548,450.00","13.90","United States","NYSE","USD","1.00","USD","-"
"FUBO","FUBOTV CLASS A","Communication","Equity","7,581,790.62","0.01","7,581,790.62","758,938.00","9.99","United States","NYSE","USD","1.00","USD","-"
"PRME","PRIME MEDICINE","Health Care","Equity","7,565,494.50","0.01","7,565,494.50","2,480,490.00","3.05","United States","NASDAQ","USD","1.00","USD","-"
"NKSH","NATIONAL BANKSHARES INC","Financials","Equity","7,556,522.40","0.01","7,556,522.40","174,960.00","43.19","United States","NASDAQ","USD","1.00","USD","-"
"MASS","908 DEVICES","Information Technology","Equity","7,546,019.04","0.01","7,546,019.04","748,613.00","10.08","United States","NASDAQ","USD","1.00","USD","-"
"VNDA","VANDA PHARMACEUTICALS INC","Health Care","Equity","7,549,610.24","0.01","7,549,610.24","1,387,796.00","5.44","United States","NASDAQ","USD","1.00","USD","-"
"CRDA","CRAWFORD CLASS A","Financials","Equity","7,533,160.91","0.01","7,533,160.91","584,419.00","12.89","United States","NYSE","USD","1.00","USD","-"
"PALI","PALISADE BIO INC","Health Care","Equity","7,520,682.36","0.01","7,520,682.36","3,686,609.00","2.04","United States","NASDAQ","USD","1.00","USD","-"
"EDIT","EDITAS MEDICINE","Health Care","Equity","7,506,498.24","0.01","7,506,498.24","2,606,423.00","2.88","United States","NASDAQ","USD","1.00","USD","-"
"FUNC","FIRST UNITED CORP","Financials","Equity","7,467,584.25","0.01","7,467,584.25","165,395.00","45.15","United States","NASDAQ","USD","1.00","USD","-"
"FRAF","FRANKLIN FINANCIAL SERVICES CORP","Financials","Equity","7,455,661.04","0.01","7,455,661.04","117,932.00","63.22","United States","NASDAQ","USD","1.00","USD","-"
"SHOE","SHOE STATION GROUP INC","Consumer Discretionary","Equity","7,444,460.94","0.01","7,444,460.94","487,522.00","15.27","United States","NASDAQ","USD","1.00","USD","-"
"RLGT","RADIANT LOGISTIC INC","Industrials","Equity","7,421,645.98","0.01","7,421,645.98","857,003.00","8.66","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"GRNT","GRANITE RIDGE RESOURCES","Energy","Equity","7,300,728.54","0.01","7,300,728.54","1,398,607.00","5.22","United States","NYSE","USD","1.00","USD","-"
"ELDN","ELEDON PHARMACEUTICALS INC","Health Care","Equity","7,293,985.06","0.01","7,293,985.06","2,014,913.00","3.62","United States","NASDAQ","USD","1.00","USD","-"
"MYFW","FIRST WESTERN FINANCIAL INC","Financials","Equity","7,234,904.32","0.01","7,234,904.32","224,896.00","32.17","United States","NASDAQ","USD","1.00","USD","-"
"SMC","SUMMIT MIDSTREAM CORP","Energy","Equity","7,230,436.70","0.01","7,230,436.70","208,430.00","34.69","United States","NYSE","USD","1.00","USD","-"
"ABEO","ABEONA THERAPEUTICS INC","Health Care","Equity","7,219,883.44","0.01","7,219,883.44","1,172,059.00","6.16","United States","NASDAQ","USD","1.00","USD","-"
"FOSL","FOSSIL GROUP INC","Consumer Discretionary","Equity","7,222,165.50","0.01","7,222,165.50","1,313,121.00","5.50","United States","NASDAQ","USD","1.00","USD","-"
"PANL","PANGAEA LOGISTICS SOLUTIONS","Industrials","Equity","7,162,619.68","0.01","7,162,619.68","923,018.00","7.76","United States","NASDAQ","USD","1.00","USD","-"
"EGHT","8X8 INC","Information Technology","Equity","7,154,411.85","0.01","7,154,411.85","3,489,957.00","2.05","United States","NASDAQ","USD","1.00","USD","-"
"BH","BIGLARI HOLDINGS INCINARY CLASS B","Consumer Discretionary","Equity","7,144,712.00","0.01","7,144,712.00","18,640.00","383.30","United States","NYSE","USD","1.00","USD","-"
"IKT","INHIBIKASE THERAPEUTICS","Health Care","Equity","7,140,249.60","0.01","7,140,249.60","2,975,104.00","2.40","United States","NASDAQ","USD","1.00","USD","-"
"FXNC","FIRST NATIONAL CORP","Financials","Equity","7,095,487.50","0.01","7,095,487.50","221,250.00","32.07","United States","NASDAQ","USD","1.00","USD","-"
"LILA","LIBERTY LATIN AMERICA CLASS A","Communication","Equity","7,085,499.50","0.01","7,085,499.50","845,525.00","8.38","United States","NASDAQ","USD","1.00","USD","-"
"BMBL","BUMBLE CLASS A","Communication","Equity","7,086,870.24","0.01","7,086,870.24","2,605,467.00","2.72","United States","NASDAQ","USD","1.00","USD","-"
"BLND","BLEND LABS CLASS A","Information Technology","Equity","7,090,805.95","0.01","7,090,805.95","4,890,211.00","1.45","United States","NYSE","USD","1.00","USD","-"
"RMNI","RIMINI STREET INC","Information Technology","Equity","7,056,965.76","0.01","7,056,965.76","1,408,576.00","5.01","United States","NASDAQ","USD","1.00","USD","-"
"FBYD","FALCON S BEYOND GLOBAL INC CLASS A","Industrials","Equity","7,048,329.21","0.01","7,048,329.21","669,357.00","10.53","United States","NASDAQ","USD","1.00","USD","-"
"FDBC","FIDELITY D AND D BANCORP INC","Financials","Equity","7,021,331.75","0.01","7,021,331.75","127,175.00","55.21","United States","NASDAQ","USD","1.00","USD","-"
"LTBR","LIGHTBRIDGE CORP","Energy","Equity","7,003,375.68","0.01","7,003,375.68","877,616.00","7.98","United States","NASDAQ","USD","1.00","USD","-"
"USCB","USCB FINANCIAL HOLDINGS INC CLASS","Financials","Equity","7,003,465.77","0.01","7,003,465.77","308,931.00","22.67","United States","NASDAQ","USD","1.00","USD","-"
"LCNB","LCNB CORP","Financials","Equity","6,990,795.80","0.01","6,990,795.80","346,079.00","20.20","United States","NASDAQ","USD","1.00","USD","-"
"ELMD","ELECTROMED INC","Health Care","Equity","6,991,488.90","0.01","6,991,488.90","168,795.00","41.42","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"BGS","B AND G FOODS INC","Consumer Staples","Equity","6,978,466.80","0.01","6,978,466.80","2,022,744.00","3.45","United States","NYSE","USD","1.00","USD","-"
"FWDI","FORWARD INDUSTRIES INC","Information Technology","Equity","6,979,101.38","0.01","6,979,101.38","1,537,247.00","4.54","United States","NASDAQ","USD","1.00","USD","-"
"FLXS","FLEXSTEEL INDUSTRIES INC","Consumer Discretionary","Equity","6,961,992.48","0.01","6,961,992.48","90,228.00","77.16","United States","NASDAQ","USD","1.00","USD","-"
"ARDT","ARDENT HEALTH INC","Health Care","Equity","6,963,623.23","0.01","6,963,623.23","637,111.00","10.93","United States","NYSE","USD","1.00","USD","-"
"PLAY","DAVE AND BUSTERS ENTERTAINMENT","Consumer Discretionary","Equity","6,965,875.14","0.01","6,965,875.14","701,498.00","9.93","United States","NASDAQ","USD","1.00","USD","-"
"ABX","ABACUS GLOBAL MANAGEMENT INC CLASS","Financials","Equity","6,943,295.21","0.01","6,943,295.21","770,621.00","9.01","United States","NYSE","USD","1.00","USD","-"
"ONIT","ONITY GROUP INC","Financials","Equity","6,929,166.42","0.01","6,929,166.42","186,318.00","37.19","United States","NYSE","USD","1.00","USD","-"
"LRMR","LARIMAR THERAPEUTICS","Health Care","Equity","6,922,454.28","0.01","6,922,454.28","1,705,038.00","4.06","United States","NASDAQ","USD","1.00","USD","-"
"MYGN","MYRIAD GENETICS","Health Care","Equity","6,854,791.23","0.01","6,854,791.23","2,388,429.00","2.87","United States","NASDAQ","USD","1.00","USD","-"
"HTZ","HERTZ GLOBAL HLDGS INC","Industrials","Equity","6,860,160.32","0.01","6,860,160.32","3,298,154.00","2.08","United States","NASDAQ","USD","1.00","USD","-"
"HLLY","HOLLEY","Consumer Discretionary","Equity","6,850,477.47","0.01","6,850,477.47","2,216,983.00","3.09","United States","NYSE","USD","1.00","USD","-"
"RJET","REPUBLIC AIRWAYS HOLDINGS INC","Industrials","Equity","6,799,272.80","0.01","6,799,272.80","341,672.00","19.90","United States","NASDAQ","USD","1.00","USD","-"
"BNTC","BENITEC BIOPHARMA INC","Health Care","Equity","6,792,821.84","0.01","6,792,821.84","527,393.00","12.88","United States","NASDAQ","USD","1.00","USD","-"
"IMRX","IMMUNEERING CLASS A","Health Care","Equity","6,786,641.99","0.01","6,786,641.99","1,349,233.00","5.03","United States","NASDAQ","USD","1.00","USD","-"
"FNKO","FUNKO CLASS A","Consumer Discretionary","Equity","6,755,741.24","0.01","6,755,741.24","1,091,396.00","6.19","United States","NASDAQ","USD","1.00","USD","-"
"TWIN","TWIN DISC INC","Industrials","Equity","6,742,862.25","0.01","6,742,862.25","270,255.00","24.95","United States","NASDAQ","USD","1.00","USD","-"
"ISBA","ISABELLA BANK CORP","Financials","Equity","6,747,064.82","0.01","6,747,064.82","165,086.00","40.87","United States","NASDAQ","USD","1.00","USD","-"
"OVLY","OAK VALLEY BANCORP","Financials","Equity","6,734,896.79","0.01","6,734,896.79","195,271.00","34.49","United States","NASDAQ","USD","1.00","USD","-"
"BRBS","BLUE RIDGE BANKSHARES INC","Financials","Equity","6,724,590.84","0.01","6,724,590.84","1,698,129.00","3.96","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"AGEN","AGENUS INC","Health Care","Equity","6,727,143.87","0.01","6,727,143.87","893,379.00","7.53","United States","NASDAQ","USD","1.00","USD","-"
"AVBH","AVIDBANK HOLDINGS INC","Financials","Equity","6,702,192.00","0.01","6,702,192.00","204,960.00","32.70","United States","NASDAQ","USD","1.00","USD","-"
"DNUT","KRISPY KREME","Consumer Discretionary","Equity","6,704,178.84","0.01","6,704,178.84","2,069,191.00","3.24","United States","NASDAQ","USD","1.00","USD","-"
"NRC","NRC HEALTH","Health Care","Equity","6,692,822.81","0.01","6,692,822.81","304,081.00","22.01","United States","NASDAQ","USD","1.00","USD","-"
"MGPI","MGP INGREDIENTS INC","Consumer Staples","Equity","6,684,510.00","0.01","6,684,510.00","381,972.00","17.50","United States","NASDAQ","USD","1.00","USD","-"
"REI","RING ENERGY INC","Energy","Equity","6,645,555.36","0.01","6,645,555.36","4,614,969.00","1.44","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"EVEX","EVE HOLDING","Industrials","Equity","6,638,085.70","0.01","6,638,085.70","2,504,938.00","2.65","United States","NYSE","USD","1.00","USD","-"
"ANIK","ANIKA THERAPEUTICS INC","Health Care","Equity","6,638,447.91","0.01","6,638,447.91","307,763.00","21.57","United States","NASDAQ","USD","1.00","USD","-"
"CFFI","C AND F FINANCIAL CORP","Financials","Equity","6,620,830.06","0.01","6,620,830.06","75,563.00","87.62","United States","NASDAQ","USD","1.00","USD","-"
"CLNE","CLEAN ENERGY FUELS","Energy","Equity","6,616,633.37","0.01","6,616,633.37","4,122,513.00","1.61","United States","NASDAQ","USD","1.00","USD","-"
"KINS","KINGSTONE COMPANIES INC","Financials","Equity","6,583,100.48","0.01","6,583,100.48","332,816.00","19.78","United States","NASDAQ","USD","1.00","USD","-"
"RPAY","REPAY HOLDINGS CORP CLASS A","Financials","Equity","6,572,591.99","0.01","6,572,591.99","1,790,897.00","3.67","United States","NASDAQ","USD","1.00","USD","-"
"SGP","SPYGLASS PHARMA SHS","Health Care","Equity","6,559,328.96","0.01","6,559,328.96","253,844.00","25.84","United States","NASDAQ","USD","1.00","USD","-"
"WOOF","PETCO HEALTH AND WELLNESS COMPANY","Consumer Discretionary","Equity","6,537,493.32","0.01","6,537,493.32","2,368,657.00","2.76","United States","NASDAQ","USD","1.00","USD","-"
"TLS","TELOS CORPORATION CORP","Information Technology","Equity","6,527,338.40","0.01","6,527,338.40","1,483,486.00","4.40","United States","NASDAQ","USD","1.00","USD","-"
"RMAX","RE MAX HOLDINGS INC CLASS A","Real Estate","Equity","6,521,707.85","0.01","6,521,707.85","479,185.00","13.61","United States","NYSE","USD","1.00","USD","-"
"BSVN","BANK7 CORP","Financials","Equity","6,513,216.12","0.01","6,513,216.12","125,206.00","52.02","United States","NASDAQ","USD","1.00","USD","-"
"FNRN","FIRST NORTHERN COMMUNITY BANCORP","Financials","Equity","6,503,134.95","0.01","6,503,134.95","370,549.00","17.55","United States","NASDAQ","USD","1.00","USD","-"
"NATH","NATHANS FAMOUS INC","Consumer Discretionary","Equity","6,500,617.50","0.01","6,500,617.50","66,673.00","97.50","United States","NASDAQ","USD","1.00","USD","-"
"PACK","RANPAK HOLDINGS CORP CLASS A","Materials","Equity","6,490,125.60","0.01","6,490,125.60","1,252,920.00","5.18","United States","NYSE","USD","1.00","USD","-"
"OSUR","ORASURE TECHNOLOGIES INC","Health Care","Equity","6,490,631.25","0.01","6,490,631.25","1,730,835.00","3.75","United States","NASDAQ","USD","1.00","USD","-"
"RXST","RXSIGHT","Health Care","Equity","6,476,245.23","0.01","6,476,245.23","1,016,679.00","6.37","United States","NASDAQ","USD","1.00","USD","-"
"GCBC","GREENE COUNTY BANCORP INC","Financials","Equity","6,465,001.20","0.01","6,465,001.20","188,484.00","34.30","United States","NASDAQ","USD","1.00","USD","-"
"WEYS","WEYCO GROUP INC","Consumer Discretionary","Equity","6,448,764.92","0.01","6,448,764.92","142,012.00","45.41","United States","NASDAQ","USD","1.00","USD","-"
"INNV","INNOVAGE HOLDING CORP","Health Care","Equity","6,395,542.50","0.01","6,395,542.50","576,175.00","11.10","United States","NASDAQ","USD","1.00","USD","-"
"EBS","EMERGENT BIOSOLUTIONS","Health Care","Equity","6,369,474.40","0.01","6,369,474.40","1,366,840.00","4.66","United States","NYSE","USD","1.00","USD","-"
"AVNW","AVIAT NETWORKS INC","Information Technology","Equity","6,353,210.60","0.01","6,353,210.60","296,879.00","21.40","United States","NASDAQ","USD","1.00","USD","-"
