Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"MOGA","MOOG INC CLASS A","Industrials","Equity","321,345,671.92","0.39","321,345,671.92","734,152.00","437.71","United States","NYSE","USD","1.00","USD","-"
"UMBF","UMB FINANCIAL CORP","Financials","Equity","287,155,157.54","0.35","287,155,157.54","1,914,623.00","149.98","United States","NASDAQ","USD","1.00","USD","-"
"GKOS","GLAUKOS","Health Care","Equity","271,557,718.25","0.33","271,557,718.25","1,474,655.00","184.15","United States","NYSE","USD","1.00","USD","-"
"EAT","BRINKER INTERNATIONAL INC","Consumer Discretionary","Equity","261,963,385.95","0.32","261,963,385.95","1,111,663.00","235.65","United States","NYSE","USD","1.00","USD","-"
"CYTK","CYTOKINETICS","Health Care","Equity","257,182,309.10","0.31","257,182,309.10","3,379,531.00","76.10","United States","NASDAQ","USD","1.00","USD","-"
"FROG","JFROG LTD","Information Technology","Equity","256,282,052.40","0.31","256,282,052.40","2,797,839.00","91.60","United States","NASDAQ","USD","1.00","USD","-"
"BTSG","BRIGHTSPRING HEALTH SERVICES INC","Health Care","Equity","249,227,709.50","0.30","249,227,709.50","4,188,701.00","59.50","United States","NASDAQ","USD","1.00","USD","-"
"PTGX","PROTAGONIST THERAPEUTICS","Health Care","Equity","247,713,106.54","0.30","247,713,106.54","1,574,381.00","157.34","United States","NASDAQ","USD","1.00","USD","-"
"VSAT","VIASAT INC","Information Technology","Equity","247,422,391.34","0.30","247,422,391.34","3,252,562.00","76.07","United States","NASDAQ","USD","1.00","USD","-"
"ONB","OLD NATIONAL BANCORP","Financials","Equity","242,454,011.34","0.30","242,454,011.34","9,094,299.00","26.66","United States","NASDAQ","USD","1.00","USD","-"
"PRAX","PRAXIS PRECISION MEDICINES","Health Care","Equity","239,026,482.48","0.29","239,026,482.48","646,297.00","369.84","United States","NASDAQ","USD","1.00","USD","-"
"CTRE","CARETRUST REIT","Real Estate","Equity","228,687,957.60","0.28","228,687,957.60","5,819,032.00","39.30","United States","NYSE","USD","1.00","USD","-"
"COMP","COMPASS INC CLASS A","Real Estate","Equity","226,799,884.50","0.28","226,799,884.50","18,439,015.00","12.30","United States","NYSE","USD","1.00","USD","-"
"FCFS","FIRSTCASH HOLDINGS INC","Financials","Equity","226,099,433.78","0.28","226,099,433.78","1,062,797.00","212.74","United States","NASDAQ","USD","1.00","USD","-"
"IDCC","INTERDIGITAL INC","Information Technology","Equity","224,648,933.12","0.27","224,648,933.12","669,056.00","335.77","United States","NASDAQ","USD","1.00","USD","-"
"CRNX","CRINETICS PHARMACEUTICALS","Health Care","Equity","224,419,637.04","0.27","224,419,637.04","2,648,957.00","84.72","United States","NASDAQ","USD","1.00","USD","-"
"HQY","HEALTHEQUITY","Health Care","Equity","224,161,862.25","0.27","224,161,862.25","2,180,775.00","102.79","United States","NASDAQ","USD","1.00","USD","-"
"KRYS","KRYSTAL BIOTECH","Health Care","Equity","222,078,138.84","0.27","222,078,138.84","667,262.00","332.82","United States","NASDAQ","USD","1.00","USD","-"
"SM","SM ENERGY","Energy","Equity","221,918,118.24","0.27","221,918,118.24","6,252,976.00","35.49","United States","NYSE","USD","1.00","USD","-"
"RHP","RYMAN HOSPITALITY PROPERTIES REIT","Real Estate","Equity","216,070,345.80","0.26","216,070,345.80","1,713,620.00","126.09","United States","NYSE","USD","1.00","USD","-"
"HUT","HUT CORP","Information Technology","Equity","214,098,508.98","0.26","214,098,508.98","2,650,062.00","80.79","United States","NASDAQ","USD","1.00","USD","-"
"ALKS","ALKERMES","Health Care","Equity","212,099,285.68","0.26","212,099,285.68","4,286,566.00","49.48","United States","NASDAQ","USD","1.00","USD","-"
"JXN","JACKSON FINANCIAL CLASS A","Financials","Equity","211,180,240.92","0.26","211,180,240.92","1,565,922.00","134.86","United States","NYSE","USD","1.00","USD","-"
"ESE","ESCO TECHNOLOGIES","Industrials","Equity","207,430,567.68","0.25","207,430,567.68","676,816.00","306.48","United States","NYSE","USD","1.00","USD","-"
"CMC","COMMERCIAL METALS","Materials","Equity","206,226,640.62","0.25","206,226,640.62","2,905,419.00","70.98","United States","NYSE","USD","1.00","USD","-"
"SYRE","SPYRE THERAPEUTICS INC","Health Care","Equity","205,475,592.96","0.25","205,475,592.96","1,905,728.00","107.82","United States","NASDAQ","USD","1.00","USD","-"
"PCVX","VAXCYTE","Health Care","Equity","202,512,197.82","0.25","202,512,197.82","3,387,058.00","59.79","United States","NASDAQ","USD","1.00","USD","-"
"FLR","FLUOR CORP","Industrials","Equity","196,521,282.32","0.24","196,521,282.32","3,678,796.00","53.42","United States","NYSE","USD","1.00","USD","-"
"AGX","ARGAN","Industrials","Equity","194,592,453.98","0.24","194,592,453.98","351,866.00","553.03","United States","NYSE","USD","1.00","USD","-"
"KYMR","KYMERA THERAPEUTICS","Health Care","Equity","194,341,153.86","0.24","194,341,153.86","1,601,097.00","121.38","United States","NASDAQ","USD","1.00","USD","-"
"OSCR","OSCAR HEALTH CLASS A","Financials","Equity","193,742,157.84","0.24","193,742,157.84","6,193,803.00","31.28","United States","NYSE","USD","1.00","USD","-"
"ENS","ENERSYS","Industrials","Equity","191,728,741.52","0.23","191,728,741.52","955,967.00","200.56","United States","NYSE","USD","1.00","USD","-"
"TWST","TWIST BIOSCIENCE","Health Care","Equity","190,898,005.50","0.23","190,898,005.50","1,644,255.00","116.10","United States","NASDAQ","USD","1.00","USD","-"
"PBF","PBF ENERGY CLASS A","Energy","Equity","190,460,393.60","0.23","190,460,393.60","2,532,718.00","75.20","United States","NYSE","USD","1.00","USD","-"
"FSS","FEDERAL SIGNAL CORP","Industrials","Equity","189,846,622.50","0.23","189,846,622.50","1,556,375.00","121.98","United States","NYSE","USD","1.00","USD","-"
"TEX","TEREX","Industrials","Equity","189,639,718.35","0.23","189,639,718.35","2,943,345.00","64.43","United States","NYSE","USD","1.00","USD","-"
"ZWS","ZURN ELKAY WATER SOLUTIONS CORP","Industrials","Equity","189,480,053.98","0.23","189,480,053.98","3,850,438.00","49.21","United States","NYSE","USD","1.00","USD","-"
"VLY","VALLEY NATIONAL","Financials","Equity","189,321,080.90","0.23","189,321,080.90","12,740,315.00","14.86","United States","NASDAQ","USD","1.00","USD","-"
"TRNO","TERRENO REALTY REIT","Real Estate","Equity","188,503,917.00","0.23","188,503,917.00","2,751,882.00","68.50","United States","NYSE","USD","1.00","USD","-"
"TGTX","TG THERAPEUTICS","Health Care","Equity","187,047,163.66","0.23","187,047,163.66","3,721,591.00","50.26","United States","NASDAQ","USD","1.00","USD","-"
"SNEX","STONEX GROUP INC","Financials","Equity","186,548,476.00","0.23","186,548,476.00","2,809,465.00","66.40","United States","NASDAQ","USD","1.00","USD","-"
"SLAB","SILICON LABORATORIES","Information Technology","Equity","186,079,044.00","0.23","186,079,044.00","849,676.00","219.00","United States","NASDAQ","USD","1.00","USD","-"
"QBTS","D WAVE QUANTUM","Information Technology","Equity","184,637,635.56","0.23","184,637,635.56","9,454,052.00","19.53","United States","NASDAQ","USD","1.00","USD","-"
"ACA","ARCOSA","Industrials","Equity","184,275,166.05","0.22","184,275,166.05","1,267,803.00","145.35","United States","NYSE","USD","1.00","USD","-"
"NPO","ENPRO","Industrials","Equity","181,750,813.59","0.22","181,750,813.59","551,713.00","329.43","United States","NYSE","USD","1.00","USD","-"
"SSRM","SSR MINING","Materials","Equity","179,975,749.40","0.22","179,975,749.40","5,679,260.00","31.69","Canada","NASDAQ","USD","1.00","USD","-"
"MAC","MACERICH REIT","Real Estate","Equity","177,471,173.11","0.22","177,471,173.11","7,264,477.00","24.43","United States","NYSE","USD","1.00","USD","-"
"ORA","ORMAT TECH INC","Utilities","Equity","176,236,346.64","0.22","176,236,346.64","1,606,823.00","109.68","United States","NYSE","USD","1.00","USD","-"
"PLXS","PLEXUS CORP","Information Technology","Equity","175,700,529.55","0.21","175,700,529.55","694,057.00","253.15","United States","NASDAQ","USD","1.00","USD","-"
"QLYS","QUALYS","Information Technology","Equity","175,009,943.94","0.21","175,009,943.94","931,003.00","187.98","United States","NASDAQ","USD","1.00","USD","-"
"EPRT","ESSENTIAL PROPERTIES REALTY TRUST","Real Estate","Equity","174,827,360.40","0.21","174,827,360.40","5,676,213.00","30.80","United States","NYSE","USD","1.00","USD","-"
"SWX","SOUTHWEST GAS HOLDINGS","Utilities","Equity","174,673,892.43","0.21","174,673,892.43","1,904,633.00","91.71","United States","NYSE","USD","1.00","USD","-"
"RIOT","RIOT PLATFORMS","Information Technology","Equity","173,122,524.98","0.21","173,122,524.98","9,155,078.00","18.91","United States","NASDAQ","USD","1.00","USD","-"
"UBSI","UNITED BANKSHARES","Financials","Equity","171,870,600.85","0.21","171,870,600.85","3,524,105.00","48.77","United States","NASDAQ","USD","1.00","USD","-"
"MATX","MATSON INC","Industrials","Equity","170,906,691.60","0.21","170,906,691.60","782,970.00","218.28","United States","NYSE","USD","1.00","USD","-"
"TXG","10X GENOMICS CLASS A","Health Care","Equity","170,795,226.00","0.21","170,795,226.00","3,070,200.00","55.63","United States","NASDAQ","USD","1.00","USD","-"
"VSEC","VSE CORP","Industrials","Equity","170,382,166.47","0.21","170,382,166.47","723,399.00","235.53","United States","NASDAQ","USD","1.00","USD","-"
"LTH","LIFE TIME GROUP HOLDINGS","Consumer Discretionary","Equity","170,336,941.00","0.21","170,336,941.00","3,751,915.00","45.40","United States","NYSE","USD","1.00","USD","-"
"HWC","HANCOCK WHITNEY","Financials","Equity","169,898,904.00","0.21","169,898,904.00","2,171,232.00","78.25","United States","NASDAQ","USD","1.00","USD","-"
"GBCI","GLACIER BANCORP INC","Financials","Equity","168,332,318.26","0.21","168,332,318.26","3,437,458.00","48.97","United States","NYSE","USD","1.00","USD","-"
"LNTH","LANTHEUS HOLDINGS","Health Care","Equity","167,495,258.34","0.20","167,495,258.34","1,670,609.00","100.26","United States","NASDAQ","USD","1.00","USD","-"
"ZETA","ZETA GLOBAL HOLDINGS CLASS A","Information Technology","Equity","164,189,180.52","0.20","164,189,180.52","5,816,124.00","28.23","United States","NYSE","USD","1.00","USD","-"
"ENVA","ENOVA INTERNATIONAL","Financials","Equity","163,988,682.00","0.20","163,988,682.00","625,911.00","262.00","United States","NYSE","USD","1.00","USD","-"
"CVLT","COMMVAULT SYSTEMS","Information Technology","Equity","163,656,975.37","0.20","163,656,975.37","1,145,977.00","142.81","United States","NASDAQ","USD","1.00","USD","-"
"ESNT","ESSENT GROUP","Financials","Equity","163,282,968.52","0.20","163,282,968.52","2,346,694.00","69.58","United States","NYSE","USD","1.00","USD","-"
"GATX","GATX","Industrials","Equity","163,139,920.13","0.20","163,139,920.13","914,923.00","178.31","United States","NYSE","USD","1.00","USD","-"
"KGS","KODIAK GAS SERVICES INC","Energy","Equity","162,669,491.04","0.20","162,669,491.04","2,586,983.00","62.88","United States","NYSE","USD","1.00","USD","-"
"RYTM","RHYTHM PHARMACEUTICALS","Health Care","Equity","162,455,478.00","0.20","162,455,478.00","1,409,592.00","115.25","United States","NASDAQ","USD","1.00","USD","-"
"MXL","MAXLINEAR","Information Technology","Equity","161,347,617.63","0.20","161,347,617.63","2,221,501.00","72.63","United States","NASDAQ","USD","1.00","USD","-"
"MGY","MAGNOLIA OIL GAS CORP CLASS A","Energy","Equity","160,309,043.60","0.20","160,309,043.60","5,959,444.00","26.90","United States","NYSE","USD","1.00","USD","-"
"COGT","COGENT BIOSCIENCES","Health Care","Equity","159,397,715.40","0.19","159,397,715.40","4,261,971.00","37.40","United States","NASDAQ","USD","1.00","USD","-"
"XENE","XENON PHARMACEUTICALS","Health Care","Equity","158,333,186.70","0.19","158,333,186.70","2,506,065.00","63.18","United States","NASDAQ","USD","1.00","USD","-"
"AUB","ATLANTIC UNION BANKSHARES","Financials","Equity","157,389,554.28","0.19","157,389,554.28","3,715,523.00","42.36","United States","NYSE","USD","1.00","USD","-"
"SRRK","SCHOLAR ROCK HOLDING","Health Care","Equity","156,135,859.20","0.19","156,135,859.20","2,853,360.00","54.72","United States","NASDAQ","USD","1.00","USD","-"
"JBTM","JBT MAREL","Industrials","Equity","155,965,763.91","0.19","155,965,763.91","1,353,517.00","115.23","United States","NYSE","USD","1.00","USD","-"
"POR","PORTLAND GENERAL ELECTRIC","Utilities","Equity","155,858,186.40","0.19","155,858,186.40","3,083,248.00","50.55","United States","NYSE","USD","1.00","USD","-"
"APGE","APOGEE THERAPEUTICS","Health Care","Equity","155,329,844.76","0.19","155,329,844.76","1,154,268.00","134.57","United States","NASDAQ","USD","1.00","USD","-"
"DFTX","DEFINIUM THERAPEUTICS INC","Health Care","Equity","154,536,382.56","0.19","154,536,382.56","3,346,392.00","46.18","United States","NASDAQ","USD","1.00","USD","-"
"PTCT","PTC THERAPEUTICS","Health Care","Equity","154,067,694.84","0.19","154,067,694.84","2,121,268.00","72.63","United States","NASDAQ","USD","1.00","USD","-"
"TXNM","TXNM ENERGY INC","Utilities","Equity","152,830,438.67","0.19","152,830,438.67","2,658,383.00","57.49","United States","NYSE","USD","1.00","USD","-"
"LUMN","LUMEN TECHNOLOGIES","Communication","Equity","152,434,660.96","0.19","152,434,660.96","24,866,992.00","6.13","United States","NYSE","USD","1.00","USD","-"
"AROC","ARCHROCK","Energy","Equity","152,418,885.04","0.19","152,418,885.04","4,467,142.00","34.12","United States","NYSE","USD","1.00","USD","-"
"AIR","AAR","Industrials","Equity","152,253,137.92","0.19","152,253,137.92","1,021,696.00","149.02","United States","NYSE","USD","1.00","USD","-"
"CORZ","CORE SCIENTIFIC INC","Information Technology","Equity","152,125,550.85","0.19","152,125,550.85","8,070,321.00","18.85","United States","NASDAQ","USD","1.00","USD","-"
"FTDR","FRONTDOOR INC","Consumer Discretionary","Equity","152,045,677.56","0.19","152,045,677.56","1,833,643.00","82.92","United States","NASDAQ","USD","1.00","USD","-"
"RGTI","RIGETTI COMPUTING","Information Technology","Equity","151,796,731.24","0.19","151,796,731.24","8,571,244.00","17.71","United States","NASDAQ","USD","1.00","USD","-"
"VSXY","VICTORIA S SECRET","Consumer Discretionary","Equity","151,786,649.63","0.19","151,786,649.63","1,808,491.00","83.93","United States","NYSE","USD","1.00","USD","-"
"MRCY","MERCURY SYSTEMS INC","Industrials","Equity","151,407,795.00","0.18","151,407,795.00","1,441,979.00","105.00","United States","NASDAQ","USD","1.00","USD","-"
"ABCB","AMERIS BANCORP","Financials","Equity","151,297,133.40","0.18","151,297,133.40","1,715,387.00","88.20","United States","NYSE","USD","1.00","USD","-"
"HIMS","HIMS HERS HEALTH CLASS A","Health Care","Equity","151,148,674.71","0.18","151,148,674.71","5,518,389.00","27.39","United States","NYSE","USD","1.00","USD","-"
"NE","NOBLE CORPORATION PLC","Energy","Equity","149,462,017.00","0.18","149,462,017.00","3,303,028.00","45.25","United States","NYSE","USD","1.00","USD","-"
"HOMB","HOME BANCSHARES INC","Financials","Equity","148,741,508.17","0.18","148,741,508.17","4,802,761.00","30.97","United States","NYSE","USD","1.00","USD","-"
"BCPC","BALCHEM","Materials","Equity","148,093,776.00","0.18","148,093,776.00","836,688.00","177.00","United States","NASDAQ","USD","1.00","USD","-"
"LGND","LIGAND PHARMACEUTICALS","Health Care","Equity","147,744,761.06","0.18","147,744,761.06","513,734.00","287.59","United States","NASDAQ","USD","1.00","USD","-"
"NJR","NEW JERSEY RESOURCES CORP","Utilities","Equity","147,066,928.00","0.18","147,066,928.00","2,648,900.00","55.52","United States","NYSE","USD","1.00","USD","-"
"BKH","BLACK HILLS CORP","Utilities","Equity","146,837,359.90","0.18","146,837,359.90","2,007,346.00","73.15","United States","NYSE","USD","1.00","USD","-"
"RIG","TRANSOCEAN","Energy","Equity","146,631,850.32","0.18","146,631,850.32","25,194,476.00","5.82","United States","NYSE","USD","1.00","USD","-"
"ORKA","ORUKA THERAPEUTICS INC","Health Care","Equity","146,612,064.72","0.18","146,612,064.72","1,296,534.00","113.08","United States","NASDAQ","USD","1.00","USD","-"
"CWST","CASELLA WASTE SYSTEMS CLASS A","Industrials","Equity","146,391,731.73","0.18","146,391,731.73","1,628,203.00","89.91","United States","NASDAQ","USD","1.00","USD","-"
"TVTX","TRAVERE THERAPEUTICS","Health Care","Equity","146,105,049.60","0.18","146,105,049.60","2,286,464.00","63.90","United States","NASDAQ","USD","1.00","USD","-"
"IBP","INSTALLED BUILDING PRODUCTS","Consumer Discretionary","Equity","145,574,972.73","0.18","145,574,972.73","610,147.00","238.59","United States","NYSE","USD","1.00","USD","-"
"SIGI","SELECTIVE INSURANCE GROUP","Financials","Equity","145,257,752.20","0.18","145,257,752.20","1,590,994.00","91.30","United States","NASDAQ","USD","1.00","USD","-"
"NOVT","NOVANTA","Information Technology","Equity","145,095,169.86","0.18","145,095,169.86","923,526.00","157.11","United States","NASDAQ","USD","1.00","USD","-"
"CGON","CG ONCOLOGY","Health Care","Equity","143,791,849.74","0.18","143,791,849.74","1,884,806.00","76.29","United States","NASDAQ","USD","1.00","USD","-"
"TTAN","SERVICETITAN INC CLASS A","Information Technology","Equity","143,528,589.63","0.18","143,528,589.63","1,575,333.00","91.11","United States","NASDAQ","USD","1.00","USD","-"
"SXT","SENSIENT TECHNOLOGIES","Materials","Equity","143,239,371.84","0.17","143,239,371.84","1,100,656.00","130.14","United States","NYSE","USD","1.00","USD","-"
"KRG","KITE REALTY GROUP TRUST REIT","Real Estate","Equity","143,188,516.88","0.17","143,188,516.88","5,415,602.00","26.44","United States","NYSE","USD","1.00","USD","-"
"HRI","HERC HOLDINGS","Industrials","Equity","142,944,221.14","0.17","142,944,221.14","856,877.00","166.82","United States","NYSE","USD","1.00","USD","-"
"GVA","GRANITE CONSTRUCTION","Industrials","Equity","142,179,586.38","0.17","142,179,586.38","1,142,739.00","124.42","United States","NYSE","USD","1.00","USD","-"
"MTRN","MATERION","Materials","Equity","141,665,824.56","0.17","141,665,824.56","536,552.00","264.03","United States","NYSE","USD","1.00","USD","-"
"XTSLA","BLK CSH FND TREASURY SL AGENCY","Cash and/or Derivatives","Money Market","141,538,073.04","0.17","141,538,073.04","141,538,073.00","1.00","United States","-","USD","1.00","USD","-"
"CIFR","CIPHER DIGITAL INC","Information Technology","Equity","140,177,084.82","0.17","140,177,084.82","8,709,356.00","16.09","United States","NASDAQ","USD","1.00","USD","-"
"ROAD","CONSTRUCTION PARTNERS CLASS A","Industrials","Equity","139,997,431.42","0.17","139,997,431.42","1,233,023.00","113.54","United States","NASDAQ","USD","1.00","USD","-"
"DNTH","DIANTHUS THERAPEUTICS INC","Health Care","Equity","139,741,701.64","0.17","139,741,701.64","1,209,466.00","115.54","United States","NASDAQ","USD","1.00","USD","-"
"ACIW","ACI WORLDWIDE","Information Technology","Equity","139,477,277.55","0.17","139,477,277.55","2,673,515.00","52.17","United States","NASDAQ","USD","1.00","USD","-"
"UEC","URANIUM ENERGY","Energy","Equity","138,446,303.52","0.17","138,446,303.52","12,631,962.00","10.96","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"CSW","CSW INDUSTRIALS","Industrials","Equity","137,960,768.43","0.17","137,960,768.43","415,557.00","331.99","United States","NYSE","USD","1.00","USD","-"
"HASI","HA SUSTAINABLE INFRASTRUCTURE CAPI","Financials","Equity","137,374,220.72","0.17","137,374,220.72","3,321,427.00","41.36","United States","NYSE","USD","1.00","USD","-"
"MMSI","MERIT MEDICAL SYSTEMS INC","Health Care","Equity","137,290,448.96","0.17","137,290,448.96","1,538,096.00","89.26","United States","NASDAQ","USD","1.00","USD","-"
"PIPR","PIPER SANDLER COMPANIES","Financials","Equity","136,821,151.60","0.17","136,821,151.60","1,826,230.00","74.92","United States","NYSE","USD","1.00","USD","-"
"OII","OCEANEERING INTERNATIONAL INC","Energy","Equity","136,480,699.80","0.17","136,480,699.80","2,570,258.00","53.10","United States","NYSE","USD","1.00","USD","-"
"LQDA","LIQUIDIA","Health Care","Equity","134,213,295.53","0.16","134,213,295.53","1,805,641.00","74.33","United States","NASDAQ","USD","1.00","USD","-"
"RDNT","RADNET","Health Care","Equity","134,048,922.69","0.16","134,048,922.69","1,815,643.00","73.83","United States","NASDAQ","USD","1.00","USD","-"
"SBRA","SABRA HEALTH CARE REIT","Real Estate","Equity","133,750,033.17","0.16","133,750,033.17","6,578,949.00","20.33","United States","NASDAQ","USD","1.00","USD","-"
"HCC","WARRIOR MET COAL INC","Materials","Equity","133,517,238.30","0.16","133,517,238.30","1,366,045.00","97.74","United States","NYSE","USD","1.00","USD","-"
"OGS","ONE GAS","Utilities","Equity","133,203,729.80","0.16","133,203,729.80","1,643,476.00","81.05","United States","NYSE","USD","1.00","USD","-"
"PECO","PHILLIPS EDISON AND COMPANY","Real Estate","Equity","133,025,437.56","0.16","133,025,437.56","3,347,394.00","39.74","United States","NASDAQ","USD","1.00","USD","-"
"AX","AXOS FINANCIAL","Financials","Equity","132,827,854.30","0.16","132,827,854.30","1,360,105.00","97.66","United States","NYSE","USD","1.00","USD","-"
"WHD","CACTUS CLASS A","Energy","Equity","132,408,885.48","0.16","132,408,885.48","1,810,596.00","73.13","United States","NYSE","USD","1.00","USD","-"
"CNO","CNO FINANCIAL GROUP","Financials","Equity","132,143,776.84","0.16","132,143,776.84","2,423,767.00","54.52","United States","NYSE","USD","1.00","USD","-"
"JOBY","JOBY AVIATION CLASS A","Industrials","Equity","132,093,812.25","0.16","132,093,812.25","17,267,165.00","7.65","United States","NYSE","USD","1.00","USD","-"
"AXTI","AXT","Information Technology","Equity","132,033,388.69","0.16","132,033,388.69","1,604,099.00","82.31","United States","NASDAQ","USD","1.00","USD","-"
"GLNG","GOLAR LNG","Energy","Equity","131,575,609.35","0.16","131,575,609.35","2,522,055.00","52.17","Norway","NASDAQ","USD","1.00","USD","-"
"VCTR","VICTORY CAPITAL HOLDINGS CLASS A","Financials","Equity","131,303,186.24","0.16","131,303,186.24","1,114,912.00","117.77","United States","NASDAQ","USD","1.00","USD","-"
"MYRG","MYR GROUP INC","Industrials","Equity","129,973,818.10","0.16","129,973,818.10","401,290.00","323.89","United States","NASDAQ","USD","1.00","USD","-"
"BDC","BELDEN","Information Technology","Equity","129,699,431.60","0.16","129,699,431.60","1,002,314.00","129.40","United States","NYSE","USD","1.00","USD","-"
"RDN","RADIAN GROUP","Financials","Equity","129,560,730.75","0.16","129,560,730.75","3,515,895.00","36.85","United States","NYSE","USD","1.00","USD","-"
"SKY","CHAMPION HOMES INC","Consumer Discretionary","Equity","128,859,378.34","0.16","128,859,378.34","1,418,219.00","90.86","United States","NYSE","USD","1.00","USD","-"
"CAKE","CHEESECAKE FACTORY INC","Consumer Discretionary","Equity","128,394,920.28","0.16","128,394,920.28","1,207,173.00","106.36","United States","NASDAQ","USD","1.00","USD","-"
"UFPI","UFP INDUSTRIES","Industrials","Equity","127,931,992.00","0.16","127,931,992.00","1,467,110.00","87.20","United States","NASDAQ","USD","1.00","USD","-"
"VRNS","VARONIS SYSTEMS","Information Technology","Equity","127,787,482.92","0.16","127,787,482.92","2,922,861.00","43.72","United States","NASDAQ","USD","1.00","USD","-"
"EBC","EASTERN BANKSHARES INC","Financials","Equity","127,634,951.70","0.16","127,634,951.70","5,405,970.00","23.61","United States","NASDAQ","USD","1.00","USD","-"
"VAL","VALARIS LTD","Energy","Equity","127,172,656.29","0.16","127,172,656.29","1,472,417.00","86.37","United States","NYSE","USD","1.00","USD","-"
"HAE","HAEMONETICS CORP","Health Care","Equity","126,917,531.65","0.15","126,917,531.65","1,212,781.00","104.65","United States","NYSE","USD","1.00","USD","-"
"BIPC","BROOKFIELD INFRASTRUCTURE CORP CLA","Utilities","Equity","126,606,909.00","0.15","126,606,909.00","3,246,331.00","39.00","Canada","NYSE","USD","1.00","USD","-"
"GTX","GARRETT MOTION","Consumer Discretionary","Equity","126,073,796.05","0.15","126,073,796.05","4,517,155.00","27.91","United States","NASDAQ","USD","1.00","USD","-"
"SR","SPIRE INC","Utilities","Equity","125,804,120.46","0.15","125,804,120.46","1,513,342.00","83.13","United States","NYSE","USD","1.00","USD","-"
"CRSP","CRISPR THERAPEUTICS AG","Health Care","Equity","125,768,789.80","0.15","125,768,789.80","2,374,340.00","52.97","United States","NASDAQ","USD","1.00","USD","-"
"MUR","MURPHY OIL CORP","Energy","Equity","125,719,634.98","0.15","125,719,634.98","3,573,611.00","35.18","United States","NYSE","USD","1.00","USD","-"
"RUSHA","RUSH ENTERPRISES CLASS A","Industrials","Equity","125,468,670.51","0.15","125,468,670.51","1,580,409.00","79.39","United States","NASDAQ","USD","1.00","USD","-"
"PI","IMPINJ","Information Technology","Equity","125,433,498.19","0.15","125,433,498.19","746,317.00","168.07","United States","NASDAQ","USD","1.00","USD","-"
"CNX","CNX RESOURCES","Energy","Equity","125,279,655.75","0.15","125,279,655.75","3,541,975.00","35.37","United States","NYSE","USD","1.00","USD","-"
"BOOT","BOOT BARN HOLDINGS","Consumer Discretionary","Equity","125,076,223.39","0.15","125,076,223.39","791,171.00","158.09","United States","NYSE","USD","1.00","USD","-"
"OUT","OUTFRONT MEDIA","Real Estate","Equity","124,387,529.66","0.15","124,387,529.66","4,149,017.00","29.98","United States","NYSE","USD","1.00","USD","-"
"PRM","PERIMETER SOLUTIONS","Materials","Equity","123,495,967.80","0.15","123,495,967.80","3,883,521.00","31.80","United States","NYSE","USD","1.00","USD","-"
"KLIC","KULICKE AND SOFFA INDUSTRIES INC","Information Technology","Equity","122,993,172.66","0.15","122,993,172.66","1,336,011.00","92.06","United States","NASDAQ","USD","1.00","USD","-"
"MIRM","MIRUM PHARMACEUTICALS","Health Care","Equity","122,449,119.10","0.15","122,449,119.10","1,213,930.00","100.87","United States","NASDAQ","USD","1.00","USD","-"
"SFBS","SERVISFIRST BANCSHARES INC","Financials","Equity","121,466,236.50","0.15","121,466,236.50","1,349,325.00","90.02","United States","NYSE","USD","1.00","USD","-"
"TDW","TIDEWATER","Energy","Equity","121,131,190.50","0.15","121,131,190.50","1,286,850.00","94.13","United States","NYSE","USD","1.00","USD","-"
"INDV","INDIVIOR PHARMACEUTICALS INC","Health Care","Equity","121,074,507.17","0.15","121,074,507.17","3,070,619.00","39.43","United States","NASDAQ","USD","1.00","USD","-"
"LAUR","LAUREATE EDUCATION","Consumer Discretionary","Equity","120,819,112.80","0.15","120,819,112.80","3,162,804.00","38.20","United States","NASDAQ","USD","1.00","USD","-"
"MTH","MERITAGE CORP","Consumer Discretionary","Equity","119,980,996.32","0.15","119,980,996.32","1,697,524.00","70.68","United States","NYSE","USD","1.00","USD","-"
"CNR","CORE NATURAL RESOURCES","Energy","Equity","119,516,600.10","0.15","119,516,600.10","1,298,670.00","92.03","United States","NYSE","USD","1.00","USD","-"
"PSMT","PRICESMART","Consumer Staples","Equity","119,340,529.50","0.15","119,340,529.50","675,385.00","176.70","United States","NASDAQ","USD","1.00","USD","-"
"FFIN","FIRST FINANCIAL BANKSHARES INC","Financials","Equity","119,077,332.80","0.15","119,077,332.80","3,438,560.00","34.63","United States","NASDAQ","USD","1.00","USD","-"
"VSH","VISHAY INTERTECHNOLOGY INC","Information Technology","Equity","118,661,068.16","0.14","118,661,068.16","3,540,008.00","33.52","United States","NYSE","USD","1.00","USD","-"
"ASB","ASSOCIATED BANCORP","Financials","Equity","118,138,474.32","0.14","118,138,474.32","3,730,296.00","31.67","United States","NYSE","USD","1.00","USD","-"
"ANF","ABERCROMBIE AND FITCH CLASS A","Consumer Discretionary","Equity","118,121,574.48","0.14","118,121,574.48","1,142,596.00","103.38","United States","NYSE","USD","1.00","USD","-"
"CVCO","CAVCO INDUSTRIES","Consumer Discretionary","Equity","117,815,366.21","0.14","117,815,366.21","201,473.00","584.77","United States","NASDAQ","USD","1.00","USD","-"
